Platform,Hashtag,Content_Type,Region,Views,Views_norm,Engagement_Level
YouTube,#Dance,Reel,Australia,4530295,1.7139715076573954,High
Instagram,#Tech,Reel,UK,3642505,1.42202908745054,Low
YouTube,#Education,Reel,USA,558319,0.211231908337927,Low
Instagram,#Challenge,Reel,Australia,797275,0.3112550952427325,High
Instagram,#Tech,Reel,Canada,1146819,0.4477166060282528,Medium
TikTok,#Gaming,Reel,Canada,3317315,1.252176651314248,Low
YouTube,#Tech,Post,Canada,2514764,0.9514245417754345,Medium
Instagram,#Fitness,Reel,India,4956932,1.935179632839044,Medium
Twitter,#Tech,Tweet,India,2131247,0.8039985911899916,High
Instagram,#Viral,Video,UK,1131722,0.4418227573902301,Medium
YouTube,#Tech,Reel,USA,2833025,1.071833982219942,Low
TikTok,#Fashion,Video,Australia,3587576,1.3541912365920523,High
Twitter,#Gaming,Post,USA,1942883,0.732939539549843,Low
Twitter,#Dance,Post,India,295323,0.1114086147433882,High
Twitter,#Challenge,Video,UK,720247,0.2717083347490074,Medium
YouTube,#Dance,Video,Japan,841094,0.3182157345739271,High
Instagram,#Comedy,Tweet,UK,2851192,1.113101549045583,Low
YouTube,#Challenge,Reel,Germany,416547,0.1575945252130744,Low
YouTube,#Education,Post,Japan,238276,0.0901482739995019,Low
Twitter,#Fitness,Reel,USA,3675226,1.3864542806651825,High
TikTok,#Challenge,Tweet,India,543860,0.2052891551100112,High
YouTube,#Education,Live Stream,Japan,4025654,1.5230478932800235,Low
Instagram,#Viral,Live Stream,Japan,3830274,1.4953338542858636,Low
Instagram,#Fitness,Post,Japan,4277170,1.6698014558582148,Medium
Instagram,#Music,Reel,Australia,1586403,0.6193296125657478,Medium
TikTok,#Dance,Shorts,Australia,914452,0.3451753732001986,High
Twitter,#Challenge,Reel,Japan,1124083,0.4240527486399367,Low
YouTube,#Challenge,Shorts,USA,2656928,1.005210232423528,Low
TikTok,#Comedy,Reel,India,4174343,1.5756763645228362,High
Instagram,#Music,Post,UK,2150898,0.8397077066851498,Low
YouTube,#Dance,Post,Japan,4242231,1.6049866648641953,Medium
TikTok,#Comedy,Tweet,Japan,1418648,0.5354926806871386,Medium
TikTok,#Dance,Shorts,Germany,3545754,1.3384048153714978,Medium
Twitter,#Tech,Live Stream,Germany,2651800,1.000373708029909,High
Instagram,#Music,Shorts,Germany,3985221,1.5558249561548243,Medium
TikTok,#Education,Tweet,UK,4070028,1.5363009035304835,Low
YouTube,#Fitness,Reel,Japan,2703326,1.0227642438096052,Low
YouTube,#Tech,Live Stream,Canada,2695917,1.0199611559532442,High
TikTok,#Fashion,Shorts,Germany,3185499,1.202420472757301,High
Instagram,#Fitness,Tweet,Australia,2316764,0.904461571571834,Low
Instagram,#Fitness,Video,Australia,2463746,0.9618431480780172,High
YouTube,#Fitness,Tweet,Brazil,979236,0.3704797597667253,High
Instagram,#Fitness,Reel,Australia,3418348,1.334518494011231,Low
Instagram,#Fitness,Post,Brazil,1057426,0.4128176982122124,Low
Instagram,#Dance,Live Stream,Canada,685984,0.2678072374713751,High
TikTok,#Fashion,Reel,Australia,4914854,1.855194765471002,Low
Instagram,#Education,Live Stream,Brazil,2341476,0.9141091033690664,High
Instagram,#Education,Shorts,USA,4473721,1.746534703765216,Medium
Twitter,#Challenge,Reel,Germany,365562,0.1379058049079227,High
Instagram,#Viral,Post,Germany,155818,0.060831139105744,Medium
YouTube,#Dance,Tweet,Brazil,659447,0.2494922226499921,Medium
Instagram,#Fitness,Shorts,India,1876999,0.7327779028760637,Medium
TikTok,#Fitness,Video,Japan,1247095,0.4707370994224975,Low
TikTok,#Fashion,Reel,India,1775119,0.6700486885038944,Medium
Twitter,#Fitness,Tweet,USA,857952,0.3236566194855104,High
Twitter,#Tech,Video,Canada,2209389,0.8334771349311761,Low
Twitter,#Fashion,Tweet,Brazil,4955538,1.869443368407542,Low
Twitter,#Music,Post,UK,1259132,0.4749990752466685,Medium
Instagram,#Tech,Video,Brazil,4003118,1.5628119210534597,Medium
Twitter,#Gaming,Shorts,India,1904319,0.7183915300180287,Low
Twitter,#Education,Tweet,Canada,4582495,1.7287154065836483,Low
TikTok,#Fitness,Shorts,Brazil,1707223,0.6444201950030867,Low
TikTok,#Tech,Shorts,USA,1451710,0.5479724917529408,High
Twitter,#Dance,Reel,USA,2110402,0.7961349551903372,High
Twitter,#Dance,Post,Canada,4745366,1.790157395497043,High
TikTok,#Tech,Shorts,USA,2049721,0.7737018576494822,High
YouTube,#Dance,Live Stream,India,4646660,1.7579965202644223,High
Twitter,#Gaming,Shorts,India,2479459,0.9353592253330304,High
TikTok,#Challenge,Video,Australia,1888760,0.7129444059235553,High
Twitter,#Challenge,Tweet,India,2812314,1.060926534551786,High
YouTube,#Dance,Shorts,Germany,3497312,1.32315734877934,Low
Twitter,#Tech,Tweet,Canada,731918,0.276111140973616,High
Twitter,#Viral,Live Stream,USA,2000395,0.7546355545947998,Medium
TikTok,#Challenge,Post,Canada,2940659,1.1100014738657935,Medium
TikTok,#Viral,Video,Germany,2734409,1.032148923133179,Low
Twitter,#Tech,Live Stream,Germany,4562050,1.7210026678926944,Low
TikTok,#Music,Video,India,4855797,1.832902702011045,High
Twitter,#Fitness,Reel,Canada,3399334,1.2823758799351923,Low
Instagram,#Fashion,Post,Australia,2149093,0.8390030370957194,Medium
YouTube,#Fashion,Shorts,UK,4020003,1.5209099192651363,High
Twitter,#Challenge,Shorts,Japan,752268,0.2837880415537535,High
YouTube,#Challenge,Tweet,USA,1085319,0.4106147265728206,Low
YouTube,#Fitness,Shorts,Australia,4841810,1.8318286966942887,Medium
TikTok,#Fashion,Tweet,Canada,2503297,0.9449117900184344,Medium
TikTok,#Viral,Video,USA,3680526,1.3892767861222175,Medium
TikTok,#Music,Video,Canada,3917058,1.478559789903487,Medium
TikTok,#Viral,Post,Brazil,4464275,1.6851161014392406,Medium
YouTube,#Music,Reel,UK,4782032,1.8092125560710528,High
Instagram,#Fitness,Tweet,USA,4141357,1.6167802420358808,High
Twitter,#Fitness,Post,Germany,2781286,1.0492214303158889,High
Instagram,#Fitness,Video,Japan,1577124,0.6157071033578116,Low
TikTok,#Education,Live Stream,USA,4836204,1.825506992791632,Medium
TikTok,#Fashion,Post,USA,2757275,1.040780081557673,Medium
TikTok,#Viral,Reel,Canada,461093,0.1740473511512897,High
YouTube,#Comedy,Live Stream,Canada,416498,0.1575759867726693,Low
TikTok,#Music,Live Stream,India,1596995,0.6028127721562763,High
YouTube,#Gaming,Tweet,UK,3246135,1.2281281682560272,Medium
YouTube,#Comedy,Live Stream,USA,3397373,1.2853468753987385,Low
YouTube,#Viral,Shorts,Japan,3774978,1.4282082588514653,High
TikTok,#Education,Tweet,Germany,3520604,1.3289115225185268,Low
TikTok,#Education,Shorts,Canada,295569,0.111567517902973,Medium
Twitter,#Tech,Tweet,Japan,2291471,0.8644420171630605,Low
Instagram,#Challenge,Video,India,1087661,0.4246214018335024,Medium
TikTok,#Music,Tweet,UK,3789362,1.430358775026629,Low
Instagram,#Challenge,Live Stream,Germany,3925001,1.5323151485783704,Low
Twitter,#Viral,Live Stream,Japan,3287268,1.2400997354431191,Medium
Instagram,#Fashion,Tweet,USA,4330176,1.690494927468934,Low
TikTok,#Music,Shorts,UK,1558806,0.5883976882293535,High
Instagram,#Education,Reel,Brazil,4975345,1.9423680434485628,Medium
Instagram,#Fitness,Post,Brazil,3675490,1.4349063873992172,Low
TikTok,#Viral,Reel,Japan,2003412,0.7562217423918983,Medium
Twitter,#Fashion,Post,Brazil,3802564,1.4344916844034403,Medium
TikTok,#Gaming,Post,Germany,3407613,1.2862611585920838,Low
Instagram,#Education,Tweet,Japan,1582423,0.6177758258810203,Low
Twitter,#Fashion,Video,USA,526876,0.1987604260472005,High
Twitter,#Gaming,Video,India,4817464,1.8173558809037629,Low
YouTube,#Comedy,Post,India,676397,0.2559050096880974,Low
TikTok,#Music,Video,India,2417845,0.9126564873992666,Low
TikTok,#Dance,Live Stream,Australia,2279763,0.8605351011676986,Medium
Twitter,#Fitness,Live Stream,India,3343066,1.2611491555202945,High
TikTok,#Viral,Live Stream,USA,1190006,0.4491878908466223,Low
Instagram,#Music,Reel,USA,3237142,1.2637759136110496,High
TikTok,#Challenge,Post,India,4830941,1.823520384430392,Low
Instagram,#Comedy,Tweet,Germany,1586264,0.6192753471513817,Low
TikTok,#Challenge,Post,UK,2948962,1.1131355816414683,Medium
Twitter,#Tech,Post,Germany,2684984,1.0128921487597018,High
YouTube,#Viral,Post,Germany,1482566,0.56090737627938,High
Twitter,#Challenge,Reel,Australia,4157917,1.568546212750055,Medium
TikTok,#Fashion,Tweet,UK,592935,0.2238133438479655,Medium
TikTok,#Challenge,Post,India,933613,0.3524080167133507,Low
YouTube,#Fitness,Video,USA,1777184,0.6723718300606474,Low
Twitter,#Fashion,Shorts,Japan,2469353,0.9315468048287128,High
TikTok,#Challenge,Live Stream,India,4348314,1.6413446607822482,Low
TikTok,#Dance,Shorts,Japan,2868762,1.082862735247501,Medium
Instagram,#Viral,Live Stream,Germany,3470216,1.3547676919417444,Low
YouTube,#Music,Video,USA,2546025,0.9632516884183966,Medium
Instagram,#Gaming,Shorts,India,4510453,1.760874827509791,High
TikTok,#Viral,Shorts,UK,881991,0.3329224197488948,Low
YouTube,#Dance,Tweet,Japan,2324138,0.8793039552311369,Low
TikTok,#Comedy,Shorts,Canada,1882409,0.7105471135613598,Medium
YouTube,#Viral,Tweet,Australia,1239705,0.4690244339276826,Low
Instagram,#Education,Live Stream,Canada,4431420,1.7300204498580158,High
TikTok,#Fashion,Live Stream,UK,1290722,0.4872048484203727,High
Twitter,#Challenge,Video,USA,3228275,1.217845023112699,Low
TikTok,#Gaming,Shorts,Japan,2527623,0.9540940501353876,Low
Instagram,#Challenge,Live Stream,Canada,4986208,1.9466089441410737,Medium
Twitter,#Gaming,Video,India,3600830,1.358388890219978,Low
YouTube,#Viral,Reel,USA,2686077,1.016238334451477,High
YouTube,#Viral,Reel,Australia,3717495,1.406460398243123,Medium
Twitter,#Viral,Video,India,4481057,1.690448603583747,Low
YouTube,#Comedy,Shorts,Australia,3998581,1.5128052157884233,High
Instagram,#Challenge,Tweet,Brazil,973433,0.3800269431844957,Medium
YouTube,#Tech,Shorts,India,3821922,1.4459688414306282,Low
Twitter,#Dance,Video,Brazil,4301015,1.6225289704511123,High
Instagram,#Gaming,Shorts,India,4798066,1.87315855860389,Low
Instagram,#Music,Reel,Germany,141212,0.055128976211993,High
Instagram,#Music,Video,Australia,4432570,1.730469408322196,Medium
YouTube,#Gaming,Post,India,2592310,0.9807629478908862,High
Instagram,#Gaming,Video,Germany,2717115,1.0607580673048285,Medium
YouTube,#Dance,Live Stream,Canada,2075584,0.7852671487727768,Low
Twitter,#Education,Tweet,UK,3172236,1.1967046874070315,High
Twitter,#Fitness,Reel,Australia,2368193,0.8933848754583583,Low
Instagram,#Challenge,Video,Australia,4039664,1.5770794306464366,Medium
YouTube,#Gaming,Shorts,India,2598420,0.983074577908752,Low
TikTok,#Music,Reel,Canada,2332745,0.880534053133349,High
YouTube,#Dance,Post,India,770227,0.2914042313863518,High
Twitter,#Education,Reel,India,2805428,1.0583288373825068,Low
Instagram,#Dance,Tweet,USA,2536643,0.9903020395243932,Low
YouTube,#Fashion,Video,USA,4817560,1.822654060371336,Low
Twitter,#Fashion,Reel,Brazil,1690909,0.6378840433935989,Medium
TikTok,#Viral,Video,USA,4921272,1.8576173481163447,Medium
TikTok,#Dance,Video,Brazil,4098173,1.5469247097868204,Low
Twitter,#Tech,Reel,USA,4379236,1.6520373164107651,Low
TikTok,#Education,Tweet,India,1213903,0.4582082176580516,Medium
Twitter,#Education,Post,Canada,2121520,0.8003291458856674,Low
Twitter,#Gaming,Video,Japan,4143188,1.5629897966004311,High
YouTube,#Tech,Live Stream,Germany,502571,0.1901404598541341,High
YouTube,#Fashion,Live Stream,Germany,3301819,1.249195403266638,Low
Twitter,#Tech,Video,Canada,4070958,1.53574151508184,Medium
Instagram,#Challenge,Video,USA,1984433,0.7747199929984276,Medium
YouTube,#Comedy,Shorts,Germany,3640508,1.3773334816824971,Low
YouTube,#Fitness,Live Stream,USA,3150317,1.1918768155470498,Low
TikTok,#Challenge,Post,Japan,3678968,1.38868869267232,High
Twitter,#Gaming,Shorts,Canada,2872626,1.083678830757646,Medium
YouTube,#Fashion,Tweet,India,1136605,0.4300180419731902,Low
Twitter,#Comedy,Tweet,India,3683380,1.389530322303042,High
TikTok,#Comedy,Post,Germany,4554044,1.7190009287202883,Low
YouTube,#Fitness,Live Stream,UK,2328409,0.880919826230532,Low
YouTube,#Comedy,Video,Canada,2790322,1.05567792057462,High
YouTube,#Viral,Video,UK,2322882,0.8788287658199357,Low
TikTok,#Dance,Post,Australia,3833488,1.447014880013913,High
Instagram,#Challenge,Live Stream,Germany,1876071,0.7324156129154036,High
Twitter,#Challenge,Post,USA,1712244,0.6459325285964114,Low
TikTok,#Gaming,Reel,India,2139923,0.8077501281037043,Low
Instagram,#Challenge,Tweet,Germany,3656215,1.4273814531408953,High
Twitter,#Fashion,Live Stream,Japan,3241892,1.2229819447441352,High
YouTube,#Education,Reel,UK,4972204,1.881161378289964,High
Instagram,#Music,Shorts,USA,1750615,0.6834377580613417,Low
Twitter,#Comedy,Live Stream,Germany,1155502,0.4359053549950886,High
Twitter,#Viral,Tweet,Germany,2397678,0.9045078933259432,Low
YouTube,#Fitness,Post,Germany,4424982,1.6741278592005235,Medium
Instagram,#Gaming,Reel,Germany,898361,0.3507189346428226,Low
YouTube,#Gaming,Post,Japan,4500674,1.7027648312647277,Low
Instagram,#Fashion,Tweet,Germany,438881,0.1713385562763484,High
TikTok,#Gaming,Shorts,India,1753799,0.6620010939263461,Medium
YouTube,#Challenge,Tweet,India,3018214,1.1418975585503055,Medium
TikTok,#Tech,Live Stream,Canada,2478731,0.9356389378424472,Medium
TikTok,#Fashion,Video,UK,998802,0.3770147072816339,Low
Twitter,#Music,Tweet,Japan,1019654,0.3846576110142277,Medium
Twitter,#Dance,Live Stream,UK,4901437,1.8490341301625288,Low
Instagram,#Viral,Reel,India,2763725,1.0789545490573778,Medium
Twitter,#Comedy,Live Stream,Germany,3197856,1.206369660029298,Medium
Instagram,#Challenge,Reel,India,3429630,1.3389229717441693,Medium
YouTube,#Fashion,Shorts,Japan,522517,0.1976867401055823,Medium
Instagram,#Fitness,Reel,USA,168561,0.0658059892875234,High
Instagram,#Tech,Tweet,Japan,3070332,1.1986535123850732,Medium
TikTok,#Fashion,Tweet,UK,1345733,0.5079696807517757,Medium
Twitter,#Comedy,Live Stream,Japan,564496,0.2129523179304817,Low
YouTube,#Challenge,Shorts,Canada,2459556,0.9305373944716168,Medium
TikTok,#Comedy,Video,Australia,3929151,1.4831244972780786,High
Instagram,#Education,Shorts,Brazil,3198439,1.2486663140987364,High
Instagram,#Gaming,Live Stream,Japan,1144375,0.446762471692204,Low
YouTube,#Tech,Tweet,UK,4217172,1.5955059551067985,Low
Twitter,#Gaming,Reel,India,180669,0.0681561646640228,Low
YouTube,#Education,Live Stream,Canada,2152110,0.8142196526593869,High
YouTube,#Dance,Reel,India,3349574,1.2672628159512818,High
YouTube,#Tech,Shorts,Australia,2082007,0.7876971978079244,Low
Instagram,#Viral,Reel,India,3814814,1.489298290932626,High
YouTube,#Challenge,Live Stream,Australia,4687019,1.7732657634544455,Medium
TikTok,#Tech,Shorts,Germany,4166522,1.5727241957990554,Low
Twitter,#Gaming,Reel,Brazil,4069431,1.5351654646058757,High
YouTube,#Fitness,Tweet,USA,3376862,1.2775868355793534,Low
TikTok,#Fitness,Post,Canada,2282731,0.861655422964423,High
TikTok,#Challenge,Post,Japan,4033416,1.522481084924799,High
Twitter,#Gaming,Video,Germany,1112312,0.419612218088153,Low
Instagram,#Comedy,Post,UK,1201764,0.4691670606494461,Medium
YouTube,#Fashion,Video,Germany,2410258,0.91188621008197,High
Twitter,#Fitness,Post,Australia,4273890,1.6122962467048605,High
TikTok,#Education,Shorts,Brazil,4524809,1.7079656835291708,Medium
YouTube,#Dance,Shorts,Brazil,3347556,1.2664993348750049,High
Instagram,#Music,Live Stream,Australia,4638513,1.8108692804862223,Low
YouTube,#Comedy,Reel,USA,1203677,0.4553937618681632,Medium
Twitter,#Viral,Post,Brazil,3445868,1.299930518342864,High
YouTube,#Fitness,Tweet,Australia,4430105,1.6760660720616571,Medium
Instagram,#Fitness,Post,UK,3927149,1.5331537249097258,High
Instagram,#Comedy,Shorts,Canada,1377720,0.5378600480609794,Medium
YouTube,#Fitness,Reel,USA,1910857,0.722945073821393,Medium
YouTube,#Gaming,Reel,Australia,4970299,1.880440649127274,High
Twitter,#Education,Video,Japan,1396001,0.5266319846079874,High
Instagram,#Fitness,Post,Japan,1598314,0.6239796510586595,Medium
Instagram,#Fitness,Video,India,784996,0.3064613900412831,Low
YouTube,#Education,Live Stream,Germany,1375599,0.5204379608749552,Medium
TikTok,#Viral,Live Stream,Canada,3362238,1.2691335974309086,Medium
Instagram,#Challenge,Video,USA,3888420,1.5180339750321357,Low
Twitter,#Tech,Live Stream,Australia,3825393,1.4431037710542491,Low
TikTok,#Tech,Shorts,USA,2928219,1.105305785472515,Medium
YouTube,#Tech,Shorts,Brazil,506301,0.1915516513380357,Low
YouTube,#Comedy,Tweet,Australia,3759712,1.4224325888264673,High
Twitter,#Music,Reel,Australia,4838364,1.8252402652833637,Medium
Twitter,#Challenge,Tweet,Brazil,902229,0.3403598198288396,Medium
YouTube,#Fashion,Live Stream,USA,3959547,1.498037267160376,High
Twitter,#Challenge,Live Stream,Japan,635761,0.2398365596918331,High
Instagram,#Music,Reel,India,4997766,1.951121171905416,Low
Instagram,#Dance,Live Stream,Canada,1715056,0.6695555719502303,High
YouTube,#Dance,Post,USA,2856804,1.0808304225136944,Low
TikTok,#Tech,Shorts,Canada,3139776,1.185161553110526,Medium
Twitter,#Music,Reel,Japan,4530589,1.709134217320129,Low
YouTube,#Comedy,Video,Australia,4902986,1.854973750372349,High
YouTube,#Tech,Tweet,Brazil,1257253,0.4756634656058343,Medium
Twitter,#Education,Live Stream,Japan,824491,0.3110336823694425,High
YouTube,#Music,Live Stream,USA,2416511,0.9142519420789772,High
Twitter,#Education,Video,Australia,4273529,1.612160061883758,Medium
Twitter,#Fitness,Reel,India,4966138,1.8734421470881049,Low
TikTok,#Tech,Post,Australia,4435720,1.6743375337487203,Medium
YouTube,#Challenge,Video,Japan,386796,0.1463386652030055,High
TikTok,#Music,Tweet,Brazil,2933265,1.1072104835137115,Medium
YouTube,#Comedy,Post,Canada,2337383,0.8843150091733023,Medium
TikTok,#Viral,Shorts,Germany,3364916,1.2701444538229665,Medium
YouTube,#Music,Shorts,Germany,3716517,1.406090386106057,Low
Instagram,#Dance,Live Stream,Brazil,3358828,1.31128196549993,High
YouTube,#Music,Post,Germany,3591834,1.3589183786563772,Medium
Instagram,#Fitness,Live Stream,Canada,4515285,1.762761233856676,High
Twitter,#Tech,Live Stream,USA,1463886,0.5522411441108196,Medium
Instagram,#Viral,Reel,Australia,2206289,0.8613322791107122,Low
YouTube,#Education,Shorts,Japan,1252628,0.4739136638329,Low
TikTok,#Fashion,Live Stream,Brazil,313920,0.1184944132168843,High
TikTok,#Comedy,Video,Germany,475699,0.179560632877353,Medium
TikTok,#Tech,Reel,UK,884967,0.3340457612809203,Low
TikTok,#Fitness,Post,Canada,3000891,1.1327370609481058,Medium
Twitter,#Comedy,Shorts,India,1298529,0.4898613284238516,High
YouTube,#Gaming,Video,Germany,489667,0.1852584183237678,High
Twitter,#Fashion,Post,Canada,3695445,1.3940817623767203,Low
YouTube,#Dance,Live Stream,Australia,4571766,1.7296614599439593,Low
Instagram,#Comedy,Tweet,Canada,4918275,1.920087991665297,High
TikTok,#Dance,Tweet,UK,1971595,0.7442118776323366,Low
Instagram,#Music,Post,Canada,4914449,1.918594326374904,Low
Twitter,#Challenge,Post,India,1181290,0.4456337044870093,High
YouTube,#Education,Tweet,India,990147,0.3746077786087765,Medium
Instagram,#Fashion,Tweet,Australia,1268878,0.4953682766189933,Medium
TikTok,#Fitness,Shorts,Japan,2533247,0.9562169240520918,Low
Twitter,#Education,Post,Australia,601927,0.227072910835402,Medium
YouTube,#Challenge,Post,Japan,4995973,1.8901540352285315,High
TikTok,#Music,Shorts,Canada,758897,0.2864585076040198,High
Twitter,#Comedy,Live Stream,Brazil,4821034,1.8187026393839143,High
YouTube,#Tech,Video,USA,1995022,0.7547876827336127,Low
Instagram,#Challenge,Reel,Canada,849631,0.331694807721524,High
YouTube,#Tech,Tweet,Brazil,320605,0.1212962588998065,Medium
YouTube,#Challenge,Shorts,Australia,4007218,1.5160728996614683,High
YouTube,#Dance,Tweet,Japan,828943,0.3136185796889704,Low
TikTok,#Viral,Shorts,Brazil,2005876,0.7571518208646507,High
YouTube,#Fitness,Shorts,Australia,4256166,1.6102587703141065,High
TikTok,#Tech,Video,Germany,3900994,1.47249616141879,Low
Instagram,#Gaming,Live Stream,Brazil,503394,0.1965243453195197,Low
Instagram,#Dance,Video,USA,1160169,0.4529284281993863,High
TikTok,#Comedy,Shorts,India,569201,0.214854544143297,Medium
Instagram,#Comedy,Shorts,Germany,3926645,1.5329569639828156,High
Twitter,#Comedy,Tweet,India,4507100,1.7002731501099644,Medium
Twitter,#Challenge,Reel,Australia,4582676,1.7287836876158351,High
YouTube,#Challenge,Post,Canada,2934403,1.1101888804116251,High
